"행정구","행정동","20~24세","25~29세","30~34세","35~39세","청년인구","사업체수","종사자수","혼인","대학 수","교통밀접도","완전월세액","행정동코드"
"마포구","망원2동",1220,1689,1407,1567,5883,1348,4505,107,0,25,1310.38247863248,1114070
"마포구","연남동",1153,2086,1670,1434,6343,1915,6911,83,0,20,1254.69677871148,1114071
"마포구","성산1동",1259,1873,1702,1700,6534,1534,11155,103,0,26,2095.68259803922,1114072
"마포구","성산2동",2845,3931,3496,3230,13502,1757,11682,228,0,41,818.245033112583,1114073
"마포구","상암동",2027,2271,1791,2228,8317,2531,41880,101,0,84,876.397762345679,1114074
"마포구","도화동",1267,1739,1798,1833,6637,2082,16774,110,1,37,869.06268115942,1114075
"마포구","서강동",2108,2536,1944,2171,8759,1828,12774,99,1,61,1431.64138888889,1114076
"마포구","공덕동",2540,3931,3407,3127,13005,2756,18197,193,0,34,1006.42724637681,1114077
"마포구","아현동",1367,1827,2283,2873,8350,1619,10936,171,0,28,1982.50760869565,1114078
"양천구","목1동",1934,1487,1238,2070,6729,2872,21666,110,0,23,845.378333333333,1115051
"양천구","목2동",1997,3016,2704,2547,10264,1196,4523,171,0,15,933.476666666667,1115052
"양천구","목3동",1446,2118,2076,1958,7598,1282,4740,108,0,7,1538.66888020833,1115053
"양천구","목4동",2220,1950,1384,1437,6991,1347,3945,80,0,9,1463.73233333333,1115054
"양천구","신월1동",1184,1507,1359,1406,5456,1765,5183,116,0,9,246.958333333333,1115057
"양천구","신월2동",1257,1453,1359,1681,5750,1175,3943,77,0,10,537.071153846154,1115058
"양천구","신월3동",883,1159,1007,1027,4076,958,4019,42,0,10,509.863636363636,1115059
"양천구","신월4동",1065,1122,1026,1482,4695,1166,4255,86,0,9,554.047619047619,1115060
"양천구","신월5동",923,1228,1002,1109,4262,994,4849,64,0,12,2491.20941358025,1115061
"양천구","신월6동",756,848,1163,1423,4190,1336,3129,104,0,12,944.115900029898,1115062
"양천구","신월7동",1210,1448,1237,1407,5302,1324,5406,85,0,18,374.0625,1115063
"양천구","신정1동",1340,1131,785,1293,4549,1175,5322,66,0,26,1513.04166666667,1115064
"양천구","신정2동",1411,1180,759,1052,4402,1091,3806,33,0,11,961.888888888889,1115065
"양천구","신정3동",2997,2909,2635,3108,11649,1814,9284,173,0,60,739.419298245614,1115066
"양천구","신정6동",1706,1488,1159,1595,5948,714,6916,47,0,24,683.125,1115069
"양천구","신정7동",1877,1727,1467,1768,6839,1030,4457,71,0,25,1004.82670454545,1115070
"양천구","목5동",2483,2027,1625,2383,8518,1565,10700,66,0,32,546.428571428571,1115071
"양천구","신정4동",2258,3029,2414,2675,10376,3090,15439,138,0,14,1106.77130102041,1115072
"강서구","염창동",2322,3109,3455,3896,12782,2170,17152,188,0,30,1788.63687943262,1116051
"강서구","등촌1동",1508,3492,3488,2522,11010,1812,15763,301,0,14,921.621794871795,1116052
"강서구","등촌2동",1308,2012,1783,1755,6858,737,3541,115,0,7,1586.89197530864,1116053
"강서구","등촌3동",1876,2303,2401,2260,8840,2533,19252,173,0,48,1037.375,1116054
"강서구","화곡본동",2210,3747,3137,3221,12315,1389,4179,139,1,26,1025.14830508475,1116055
"강서구","화곡2동",1086,1538,1351,1577,5552,855,2732,56,0,30,1176.40476190476,1116057
"강서구","화곡3동",1310,1831,1576,1632,6349,1222,4170,75,0,9,1068.40333333333,1116058
"강서구","화곡4동",1203,1784,1626,1763,6376,1469,3988,76,0,30,885.473295454545,1116059
"강서구","화곡6동",1587,2656,2206,1975,8424,1749,10847,91,0,29,646.131872852234,1116061
"강서구","화곡8동",1514,2357,2125,2144,8140,1275,4167,99,0,30,708.131578947368,1116063
"강서구","가양1동",2585,5847,4906,3422,16760,5790,56353,301,0,58,917.556708784597,1116064
"강서구","가양2동",594,1114,1353,1057,4118,633,3383,89,0,12,1332.97857142857,1116065
"강서구","가양3동",678,1171,1730,1393,4972,904,7374,185,0,13,1641.12530864198,1116066
"강서구","발산1동",2449,2164,1824,2609,9046,3375,19865,125,0,65,1016.51242937853,1116067
"강서구","공항동",1524,2266,2261,2760,8811,2040,36149,167,0,62,735.154479166667,1116069
"강서구","방화1동",2275,3044,2835,3657,11811,2621,11003,195,0,42,997.430050505051,1116070
"강서구","방화2동",1283,2041,1847,1646,6817,3279,14018,102,0,36,708.804519774011,1116071
"강서구","방화3동",1019,1570,1750,1976,6315,893,4698,137,0,18,644.876602564103,1116072
"강서구","화곡1동",3134,6202,5650,4903,19889,3048,10879,306,0,26,1170.27894211577,1116073
"강서구","우장산동",2596,2682,2364,3226,10868,1664,7981,313,1,28,1501.11576576577,1116074
"구로구","신도림동",2036,2301,2802,3442,10581,2784,15121,224,0,41,1048.13888888889,1117051
"구로구","구로1동",1202,1626,1871,2018,6717,728,3603,253,0,20,1177.26754385965,1117052
"구로구","구로3동",1368,2773,2663,2357,9161,7883,92379,136,0,40,1302.484375,1117054
"구로구","구로4동",1060,1765,1542,1390,5757,2133,6044,104,0,23,884.140046296296,1117055
"구로구","구로5동",1904,3163,2814,2625,10506,4477,26529,168,0,31,784.052838164251,1117056
"구로구","고척1동",1584,1708,1411,1495,6198,2541,10116,79,1,31,657.135416666667,1117061
"구로구","고척2동",1712,1903,1498,1818,6931,1460,4177,76,0,38,564.188461538462,1117062
"구로구","개봉2동",1765,2102,2111,2459,8437,1212,3361,159,0,22,650.795454545455,1117064
"구로구","개봉3동",1189,1422,1334,1456,5401,1020,7391,62,0,20,539.651515151515,1117065
"구로구","오류1동",1449,2544,2401,1965,8359,1187,4795,162,0,14,1222.47508635579,1117067
"구로구","수궁동",1393,1696,1589,1725,6403,1258,6199,116,0,47,722.658333333333,1117069
"구로구","가리봉동",524,964,697,564,2749,993,3179,46,0,8,1367.92948717949,1117070
"구로구","구로2동",1345,1912,1475,1453,6185,7653,28133,103,0,34,987.895833333333,1117071
"구로구","개봉1동",2036,2591,2554,2526,9707,1698,5484,174,1,46,748.962418300654,1117072
"구로구","오류2동",2094,2562,2320,2863,9839,1729,9157,191,1,68,1053.93264840183,1117068
"구로구","항동",690,1032,1642,2267,5631,0,0,10,0,29,914.11388980104,NA
"금천구","가산동",1849,4694,3342,2105,11990,16661,170886,206,0,106,781.629939862543,1118051
"금천구","독산1동",2535,4776,4353,4054,15718,4037,25241,318,0,69,1553.62089201878,1118052
"금천구","독산2동",1147,1703,1283,1217,5350,1154,3514,83,0,8,847.671296296296,1118053
"금천구","독산3동",1506,2356,1896,1666,7424,2087,6500,129,0,21,1122.2391025641,1118054
"금천구","독산4동",969,1323,1060,927,4279,994,3130,76,0,14,1104.36588541667,1118055
"금천구","시흥1동",2047,2999,2432,2358,9836,3078,15728,192,0,47,1123.98958333333,1118057
"금천구","시흥2동",1267,1229,1087,1393,4976,651,2009,74,0,19,415.194444444444,1118058
"금천구","시흥3동",682,765,731,703,2881,3167,10083,44,0,17,273.055555555556,1118059
"금천구","시흥4동",1208,1525,1283,1307,5323,853,2034,72,0,24,729.166666666667,1118060
"금천구","시흥5동",1155,1392,1109,1175,4831,1132,3561,91,0,35,639.766203703704,1118061
"영등포구","여의동",1663,2207,2371,2898,9139,8132,160633,140,0,51,1453.85416666667,1119054
"영등포구","당산1동",1220,2333,2358,1877,7788,3107,19234,202,0,24,1378.32894736842,1119055
"영등포구","당산2동",2378,4958,4518,3695,15549,2289,22947,266,0,41,1639.51829268293,1119056
"영등포구","양평1동",893,1851,2309,2007,7060,3068,24084,207,0,23,1085.87414965986,1119061
"영등포구","양평2동",1377,2309,2809,2371,8866,2182,19921,237,0,30,787.099425287356,1119062
"영등포구","신길1동",1076,2316,1783,1207,6382,1091,5280,114,0,26,1078.74847972973,1119063
"영등포구","신길3동",906,1266,1240,1307,4719,1369,2905,81,0,24,1051.34038461538,1119065
"영등포구","신길4동",694,865,825,986,3370,433,1461,36,0,12,1769.79487179487,1119066
"영등포구","신길5동",601,789,720,915,3025,526,2563,64,0,20,1370.26666666667,1119067
"영등포구","신길6동",1164,1927,1535,1404,6030,1228,4904,71,0,26,1238.759375,1119068
"영등포구","신길7동",1344,1469,1528,1960,6301,620,2932,89,0,30,1352.78958333333,1119069
"영등포구","대림1동",915,1267,970,1027,4179,1064,4517,59,0,17,679.053395061728,1119070
"영등포구","대림2동",670,1226,934,766,3596,1378,4520,56,0,13,871.985714285714,1119071
"영등포구","대림3동",1369,1801,1693,1607,6470,2262,10193,109,0,40,997.910714285714,1119072
"영등포구","영등포본동",1220,1632,1629,1684,6165,1410,5361,101,0,18,622.804761904762,1119073
"영등포구","영등포동",1799,4941,4175,2702,13617,5883,34391,242,0,40,1338.70712560386,1119074
"영등포구","도림동",1008,1773,1633,1605,6019,1021,2975,137,0,24,865.705459770115,1119075
"영등포구","문래동",1623,2226,2761,3436,10046,5307,44657,210,0,43,1626.66666666667,1119076
"동작구","노량진2동",828,1514,1073,839,4254,1706,7779,42,0,12,899.725670498084,1120052
"동작구","상도1동",4858,4986,3120,3187,16151,1765,8821,217,1,47,1090.55658914729,1120053
"동작구","상도2동",1831,2468,2222,2461,8982,1398,5299,90,0,35,1047.12362637363,1120054
"동작구","상도3동",1650,2578,2284,1924,8436,1011,3477,122,0,33,1627.45491803279,1120055
"동작구","상도4동",1805,2788,2504,2338,9435,1008,3105,129,0,32,2012.34308510638,1120056
"동작구","사당1동",1638,3618,2710,1939,9905,1790,9815,233,0,16,2261.74959546926,1120063
"동작구","사당3동",1402,1994,1939,2188,7523,936,4032,95,1,23,2458.26442307692,1120065
"동작구","사당4동",894,1626,1329,1169,5018,659,1953,80,0,3,1518.67934782609,1120066
"동작구","사당5동",888,1336,1306,1295,4825,519,1646,145,0,29,1820.95495495496,1120067
"동작구","대방동",2776,3711,2807,2620,11914,1693,11691,152,0,49,1355.89215686274,1120068
"동작구","신대방1동",1524,1885,1517,1576,6502,1035,4210,100,0,13,929.229674796748,1120069
"동작구","신대방2동",1346,2179,1708,1575,6808,1227,19081,79,0,28,1081.36111111111,1120070
"동작구","흑석동",2491,2659,2107,2448,9705,1557,10324,130,1,46,1056.57727272727,1120071
"동작구","노량진1동",2141,3450,2901,2523,11015,1856,8214,159,0,48,724.902625570776,1120072
"동작구","사당2동",1531,2150,2262,2225,8168,1633,6712,133,0,29,1194.92735042735,1120073
"관악구","보라매동",1643,3044,2242,1826,8755,1367,6557,115,0,24,1202.51328502415,1121052
"관악구","청림동",837,1021,1241,1375,4474,451,1385,79,0,6,1003.77166666667,1121054
"관악구","행운동",2287,5170,3645,2397,13499,1372,6845,147,0,16,1564.53400655022,1121057
"관악구","낙성대동",1908,3640,2228,1294,9070,1296,7867,151,1,34,1743.46899224806,1121058
"관악구","중앙동",1497,2949,1882,1131,7459,965,5516,75,0,8,1643.08077709611,1121061
"관악구","인헌동",2040,3780,2881,2076,10777,1053,3578,157,0,25,1729.74,1121062
"관악구","남현동",1341,2611,2139,1580,7671,872,4957,130,0,7,2093.46176470588,1121063
"관악구","서원동",2125,4376,2677,1890,11068,1279,7459,155,0,22,1008.78571428571,1121064
"관악구","신원동",1533,2860,1931,1336,7660,814,2356,87,0,10,1413.494348659,1121065
"관악구","서림동",1982,3731,2700,2034,10447,1115,3245,118,0,24,883.684895833333,1121066
"관악구","신사동_관",2123,3675,2267,1647,9712,1359,4356,87,0,19,1621.46087398374,1121068
"관악구","신림동",2548,5858,3582,2024,14012,1687,6638,138,0,16,1038.56238615665,1121069
"관악구","난향동",884,850,810,1098,3642,397,1886,45,0,15,1072.09166666667,1121071
"관악구","조원동",1287,2804,1911,1368,7370,2150,7116,86,0,21,1321.44221411192,1121072
"관악구","대학동",2237,3949,2757,2034,10977,1636,15017,106,0,52,1176.55934343434,1121073
"관악구","은천동",2076,3425,2751,2646,10898,1562,6658,171,0,41,1843.88274456522,1121078
"관악구","성현동",1936,2062,1775,2156,7929,821,2951,134,0,30,1333.24456521739,1121079
"관악구","청룡동",3871,7299,4125,2611,17906,1855,10350,203,0,13,1246.36109725686,1121080
"관악구","난곡동",1736,2408,1901,1834,7879,954,2452,190,0,21,1894.87280701754,1121081
"관악구","삼성동",1304,1603,1331,1357,5595,1010,2618,61,0,31,562.905555555556,1121082
"관악구","미성동",2025,2800,2123,2168,9116,1490,5522,94,0,38,1931.48270440252,1121083
"서초구","서초1동",1181,1649,1687,1902,6419,3811,32022,148,1,36,2229.87826086957,1122051
"서초구","서초2동",1241,1822,2140,2122,7325,5072,53003,115,0,46,1177.38363363363,1122052
"서초구","서초3동",2291,2965,2898,2509,10663,7725,81064,203,0,70,1587.71063685637,1122053
"서초구","서초4동",1931,1663,1494,2234,7322,3012,28529,70,0,39,1236.82183908046,1122054
"서초구","잠원동",1785,1893,1756,2095,7529,2199,18054,102,0,23,944.143880208333,1122055
"서초구","반포본동",891,603,420,471,2385,665,2326,38,0,4,1577.3068257644,1122056
"서초구","반포1동",1745,2487,2513,2987,9732,1737,10255,103,0,23,1077.06944444444,1122057
"서초구","반포2동",794,566,509,1029,2898,306,2142,22,0,19,1577.3068257644,1122058
"서초구","반포3동",1357,1138,1092,1529,5116,964,7502,71,0,13,2450.55555555556,1122059
"서초구","반포4동",1132,1196,1204,1445,4977,3291,29877,79,1,36,1015.52777777778,1122060
"서초구","방배본동",1327,1353,1135,1293,5108,1623,10497,73,0,22,1888.61231884058,1122061
"서초구","방배1동",1120,1383,1504,1466,5473,1907,16332,79,0,20,1518.25821596244,1122062
"서초구","방배2동",1228,1634,1616,1562,6040,1852,17806,94,0,33,1713.23550724638,1122063
"서초구","방배3동",1347,1443,1460,1480,5730,1186,13826,74,1,47,777.395833333333,1122064
"서초구","방배4동",1468,1745,1756,1869,6838,2149,14635,100,0,27,1865.41904761905,1122065
"서초구","양재1동",2302,3102,3088,3680,12172,3616,44006,273,0,72,1916.515625,1122066
"서초구","양재2동",1200,2173,2287,2258,7918,4989,48262,138,0,53,2294.50455246914,1122067
"서초구","내곡동",804,1132,1093,1641,4670,836,8847,79,0,60,1543.87708333333,1122068
"강남구","신사동_강",1021,1253,1173,1210,4657,4140,26210,66,0,13,1806.81140350877,1123051
"강남구","논현1동",1441,3199,3155,2659,10454,5309,41829,148,0,20,1160.36691358025,1123052
"강남구","논현2동",1355,2197,2321,2253,8126,5596,62264,97,1,27,1326.81186868687,1123053
"강남구","삼성1동",871,1040,928,1027,3866,4079,63573,53,0,31,1458.69892473118,1123058
"강남구","삼성2동",1675,2218,2290,2684,8867,3661,37531,110,0,25,1719.43055555556,1123059
"강남구","대치1동",1579,889,570,994,4032,1068,6451,21,0,18,594,1123060
"강남구","대치4동",1581,1852,1761,1603,6797,3677,31920,71,0,16,1674.94356540084,1123063
"강남구","역삼1동",2219,5326,5507,4571,17623,15451,155883,240,0,44,1526.81888138138,1123064
"강남구","역삼2동",2184,2500,2407,2836,9927,3775,38437,98,0,27,1208.30846560847,1123065
"강남구","도곡1동",1367,1614,1592,1635,6208,1596,17066,93,0,25,2105.67730496454,1123066
"강남구","도곡2동",2207,1809,1505,2076,7597,1828,19895,60,0,22,996.226851851852,1123067
"강남구","개포1동",364,381,321,369,1435,169,875,76,0,17,1664.81186431018,1123068
"강남구","개포4동",1468,1703,1682,1802,6655,1884,10524,80,0,32,1695.09195402299,1123071
"강남구","일원본동",1389,1225,1213,1766,5593,500,9755,73,0,31,2703.51851851852,1123072
"강남구","일원1동",897,1313,1135,1131,4476,2123,6888,55,0,15,996.531420765027,1123073
"강남구","일원2동",1008,935,1163,1414,4520,564,9506,52,0,11,3735.75757575758,1123074
"강남구","수서동",678,936,1146,1170,3930,1504,18055,99,0,18,3402.05555555556,1123075
"강남구","세곡동",2317,3057,3005,3870,12249,1338,7062,210,0,64,836.779761904762,1123076
"강남구","압구정동",1644,1547,1501,1885,6577,3919,29427,84,0,21,2424.37878787879,1123077
"강남구","청담동",1710,2098,2003,2434,8245,4212,38137,95,0,23,1531.67361111111,1123078
"강남구","대치2동",2790,2166,1634,1638,8228,3897,64496,73,0,31,1150.1463963964,1123079
"강남구","개포2동",1517,1400,1284,1515,5716,737,3056,92,0,31,907.020833333333,1123080
"송파구","풍납1동",783,938,956,987,3664,730,2489,64,0,6,664.801851851852,1124051
"송파구","풍납2동",1604,2236,2091,2206,8137,1151,16316,107,0,22,1333.89360119048,1124052
"송파구","거여1동",859,990,912,844,3605,826,3649,71,0,6,1708.24142857143,1124053
"송파구","거여2동",1068,1178,1183,1503,4932,841,4560,78,0,11,855.515,1124054
"송파구","마천1동",1133,1250,1041,1194,4618,994,2411,58,0,15,1020.14782608696,1124055
"송파구","마천2동",1135,1341,1109,1186,4771,1350,4236,54,0,10,548.386363636364,1124056
"송파구","방이1동",1151,1337,1133,1147,4768,1317,8454,73,0,9,1978.63020833333,1124057
"송파구","방이2동",1656,3528,3322,2671,11177,3125,19808,193,0,15,1261.4634502924,1124058
"송파구","오륜동",1156,1027,756,961,3900,496,5724,30,1,31,1465,1124059
"송파구","오금동",2683,2922,2789,2904,11298,2397,16687,153,0,40,1399.42385057471,1124060
"송파구","송파1동",1579,3024,3048,2378,10029,2509,14692,203,0,15,2065.99388379205,1124061
"송파구","송파2동",1375,1550,1455,1616,5996,836,4149,81,0,9,1808.81060606061,1124062
"송파구","석촌동",1848,3777,3792,3252,12669,2666,15306,249,0,18,1860.86214430894,1124063
"송파구","삼전동",1836,3547,3489,3187,12059,2028,11418,202,0,13,1806.47716049383,1124064
"송파구","가락본동",1767,2430,2503,2284,8984,3489,25440,175,0,30,1514.07179487179,1124065
"송파구","가락1동",1635,1913,2494,2847,8889,2988,11391,122,0,11,5865.30958333333,1124066
"송파구","가락2동",2088,2493,2271,2568,9420,1901,9763,127,0,22,1424.31317204301,1124067
"송파구","문정1동",1338,1965,1833,1758,6894,1295,6194,210,0,18,1448.20625,1124068
"송파구","문정2동",1669,3607,4046,3478,12800,7131,59850,231,0,20,807.268985507246,1124069
"송파구","잠실본동",1798,3311,3351,2822,11282,3042,19197,201,0,12,1825.61930783242,1124071
"송파구","잠실4동",1024,1011,1072,2048,5155,383,1696,64,0,7,4489.14814814815,1124075
"송파구","잠실6동",971,1040,1027,1343,4381,2629,49280,53,0,20,396.666666666667,1124077
"송파구","잠실7동",658,626,477,549,2310,196,1284,26,0,3,1834.9963653664,1124078
"송파구","잠실2동",1969,1336,1308,2788,7401,777,4583,86,0,12,4760.1,1124079
"송파구","잠실3동",2070,1847,1810,2676,8403,1543,9536,80,0,19,1834.9963653664,1124080
"송파구","장지동",1920,2203,2306,2522,8951,1337,9229,147,0,39,1993.68815359477,1124081
"송파구","위례동",1464,1455,2006,3291,8216,667,3859,82,0,37,1572.8696969697,1124082
"강동구","강일동",2272,2031,1926,2444,8673,962,17586,128,0,58,1282.77879746835,1125051
"강동구","상일동",1719,1877,2079,3241,8916,918,5176,123,0,43,1454.38333333333,1125052
"강동구","명일1동",1602,1664,1903,2260,7429,1739,6643,199,0,20,1446.30787037037,1125053
"강동구","명일2동",1091,1109,909,973,4082,987,3944,25,0,18,638.751207729469,1125054
"강동구","고덕1동",1230,1238,1315,2238,6021,732,2670,99,0,21,877.727272727273,1125055
"강동구","고덕2동",1207,1248,1701,2295,6451,677,2548,111,0,18,1136.94166666667,1125056
"강동구","암사2동",860,1139,1371,1554,4924,838,3711,117,0,8,1658.77314814815,1125058
"강동구","암사3동",1033,939,1017,1600,4589,576,2185,51,0,11,3386.16666666667,1125059
"강동구","천호1동",1639,2213,2018,2087,7957,1534,5332,329,0,20,812.138059701492,1125061
"강동구","천호3동",1489,2745,2471,2330,9035,1830,7474,138,0,14,1196.21180555556,1125063
"강동구","성내1동",1159,1556,1579,1813,6107,2048,17777,204,0,21,1282.05680555556,1125065
"강동구","성내2동",1338,2655,2290,2028,8311,1836,6770,104,0,17,1229.46314102564,1125066
"강동구","성내3동",1558,2071,1774,1806,7209,2439,9117,56,0,14,1172.10777777778,1125067
"강동구","둔촌1동",10,8,4,18,40,17,283,44,0,10,1339.57932062052,1125070
"강동구","둔촌2동",1666,2072,1869,1986,7593,1553,9463,80,0,31,1477.90909090909,1125071
"강동구","암사1동",2142,2708,2523,2765,10138,1918,5646,195,0,12,1362.6047008547,1125072
"강동구","천호2동",1811,3170,3233,3055,11269,3439,14208,155,0,34,1238.72179783951,1125073
"강동구","길동",2810,4378,3893,3718,14799,5037,21237,275,0,34,1119.80530821918,1125074
